Clave,,,Descripción,,,,,Precio U.,Exis,Total 
7.50135E+12,,,HIDROCORTISONA / CLORANFENICOL / BENZOCAINA (AMSA) SOL OTICO 10 ML,,,,,$30.94,0,$0.00
7.502E+12,,,HIDROCORTISONA / CLORANFENICOL / BENZOCAINA (PORAL ÓTICO) 10 ML,,,,,$32.87,0,$0.00
7.502E+12,,,HIDROCORTISONA / LIDOCAÍNA / ÓXIDO DE ZINC / SUBACETATO DE ALUMINIO (ZISUAL-C) UNG  2.5MG/50MG/180MG/35MG TUBO C/30G,,,,,$54.12,5,$270.60
7.50221E+12,,,HIDROCORTISONA / LIDOCAÍNA /ÓXIDO DE ZINC / SUBACETATO DE ALUMINIO (FASTERIX) UNGUENTO,,,,,$9.90,0,$0.00
7.502E+12,,,HIDROCORTISONA CREMA (HIDROFFEN),,,,,$27.09,0,$0.00
7.50201E+12,,,HIDROXICLOROQUINA ( HIMANIX ) TABLETA 200MG C/20,,,,,$393.26,0,$0.00
7.50184E+12,,,HIDROXIDO DE ALUMINIO / HIDROXIDO DE MAGNESIO / DIMETICONA ( ULGEL ) 240 ML SUSP,,,,,$29.03,0,$0.00
7.80083E+11,,,HIDROXIDO DE ALUMINIO / HIDROXIDO DE MAGNESIO / DIMETICONA (PLUSGEL) 360ML SUSP,,,,,$32.94,22,$724.68
7.80083E+11,,,"HIDROXIDO DE ALUMINIO / HIDROXIDO DE MAGNESIO / DIMETICONA (PLUSGEL) TABLETAS 200MG, 200MG, 20MG",,,,,$33.85,7,$236.95
7.50183E+12,,,HIDROXIDO DE ALUMINIO / HIDROXIDO DE MAGNESIO / METOCLOPRAMIDA / DIMETICONA (ESPRADEN) 30 TAB.,,,,,$31.36,0,$0.00
7.502E+12,,,"HIDROXIDO DE ALUMINIO, MAGNESIO, SIMETICONA ( EXHANTIL ) SUSP 3.7G, 4G, 0.50G/100ML",,,,,$28.09,0,$0.00
7.50184E+12,,,HIDROXIDO DE ALUMINO/MAGNECIO/DIMETICONA ( ULGEL ) SOLUCION 360 ML,,,,,$39.05,0,$0.00
7.80083E+11,,,HIDROXIPROPILMETILCELULOSA DEXTRAN 70 (OPTALAG),,,,,$24.14,0,$0.00
7.85121E+11,,,HIDROXIZINA ( HIDROXIN ) TAB 10MG C/30,,,,,$36.42,6,$218.52
7.50223E+12,,,HIDROXIZINA (XYLAM) TABLETAS 10MG,,,,,$24.12,0,$0.00
7.50147E+12,,,HIERRO DEXTRAN ( HIRDEX-TEC ) SOLUCIÓN 100MG/2ML,,,,,$74.16,0,$0.00
7.50135E+12,,,HIERRO DEXTRANO (AMSA) SOL. INYECTABLE 100MG C/3,,,,,$60.34,0,$0.00
202,,,HIERRO SERICO,,,,,$160.00,0,$0.00
7.5064E+12,,,HIERRO/ACIDO FOLICO (FERRICOL) SUSPENSION PEDIATRICO 600MG/10MG/100ML C/45ML,,,,,$150.00,0,$0.00
7.50643E+12,,,HIGIENICO JUMBO,,,,,$0.00,0,$0.00
7.50148E+12,,,HIOSCINA ( CRYOPINA ) SOL INY 20 MG C/3 AMPS,,,,,$22.47,0,$0.00
7.50201E+12,,,HIOSCINA ( ESPAFARM ) SOLUCIÓN 6.67MG/ML,,,,,$44.52,30,"$1,335.60"
7.50221E+12,,,HIOSCINA ( FHASPEM ) SOL INYECTABLE 20 MG / 1 ML C/3,,,,,$20.70,0,$0.00
7.50223E+12,,,HIOSCINA ( LEMOPHAR ) INY 20MG C/3 AMP,,,,,$16.31,0,$0.00
7.50135E+12,,,HIOSCINA (AMSA) SOLUCIÓN INYECTABLE 20MG/1ML,,,,,$28.28,0,$0.00
7.23708E+12,,,HIOSCINA (VADISMED) SOL INY 20MG,,,,,$24.05,0,$0.00
7.50128E+12,,,HIOSCINA / IBUPROFENO ( ESPADIVA ) TABLETAS 20MG/400MG,,,,,$61.89,0,$0.00
7.50184E+12,,,HIOSCINA / IBUPROFENO (REALDRAX-MXD) TAB,,,,,$41.78,180,"$7,520.40"
7.80083E+11,,,HIOSCINA / METAMIZOL (PASMODIL)  INYECTABLE 20MG-2.5G,,,,,$20.00,0,$0.00
7.502E+12,,,HIOSCINA / METAMIZOL SÓDICO ( BUSCONET ) SOLUCIÓN INYECTABLE  C/1 AMPOLLETA 5ML,,,,,$33.06,30,$991.80
7.50126E+12,,,HIOSCINA / METAMIZOL SODICO ( SERRAL ) TAB 10MG / 250MG,,,,,$24.54,0,$0.00
7.50184E+12,,,HIOSCINA / PARACETAMOL  ( PRECICOL ) SOLUCIÓN 2MG/100MG/ML,,,,,$38.55,0,$0.00
7.50184E+12,,,HIOSCINA / PARACETAMOL  ( PRECICOL ) SOLUCIÓN 2MG/100MG/ML,,,,,$38.53,0,$0.00
7.50126E+12,,,"HIOSCINA, METAMIZOL SODICO ( SERRALPINA COMPUESTA ) TAB 10 MG / 250 MG",,,,,$26.65,0,$0.00
7.50135E+12,,,HIPROMELOSA (AMSA) SOL OFTALMICA 0.5% C/10ML,,,,,$28.67,40,"$1,146.80"
75049737,,,HIPROMELOSA GOTAS OFTALMICAS (OPKO),,,,,$39.56,0,$0.00
8400005830,,,HIPROMELOSA SOLUCIÓN 10.5%,,,,,$31.00,0,$0.00
HC150,,,HISTORIA CLINICA,,,,,$100.00,0,$0.00
HISTORIA CLINICA,,,HISTORIA CLINICA,,,,,$219.31,0,$0.00
7.5066E+13,,,HOJA BISTURI # 24,,,,,$2.15,200,$430.00
7.50602E+12,,,HOJA P/BISTURI HERGOM NO.15,,,,,$2.11,0,$0.00
99902,,,HOMOCISTEINA,,,,,$640.00,0,$0.00
H1,,,HONORARIO 1,,,,,$30.00,0,$0.00
H2,,,HONORARIO 2,,,,,$90.00,0,$0.00
H3,,,HONORARIO 3,,,,,$150.00,0,$0.00
H4,,,HONORARIO 4,,,,,$200.00,0,$0.00
204,,,HORMONA ADRENOCORTICOTRÓFICA ACTH,,,,,$0.00,0,$0.00
6682182,,,HORMONA ESTIMULANTE DE TIROIDES (TSH),,,,,$140.00,0,$0.00
6682184,,,HORMONA FOLICULO ESTIMULANTE (FSH),,,,,$200.00,0,$0.00
6682185,,,HORMONA LUTEINIZANTE (LH),,,,,$155.00,0,$0.00
12345,,,HUEVITO KINDER SORPRESA,,,,,$27.00,0,$0.00
1234,,,HUEVO KINDER NIÑA,,,,,$259.89,0,$0.00
L015,,,IAPC AMIBA EN FRESCO,,,,,$50.00,0,$0.00
7.50221E+12,,,IBUPROFENO ( AFLENO ) SUSPENSIÓN 2G/100ML,,,,,$24.64,0,$0.00
7.50221E+12,,,IBUPROFENO ( AFLENO ) TABLETAS 600 MG,,,,,$17.64,0,$0.00
7.50221E+12,,,IBUPROFENO ( AFLUSIL ) SUSPENSION 2 G/ 100ML C/ 120 ML,,,,,$17.26,0,$0.00
7.80083E+11,,,IBUPROFENO ( DOLPRIN ) SUSPENSIÓN 2G/100ML,,,,,$23.53,65,"$1,529.45"
7.50201E+12,,,IBUPROFENO ( DOLVER ) TAB / 600 MG,,,,,$18.11,0,$0.00
7.50301E+12,,,IBUPROFENO ( GELUBRIN ) CÁPSULAS 400MG C/10,,,,,$15.60,10,$156.00
7.50303E+12,,,IBUPROFENO ( GELUBRIN ) CAPSULAS 600 MG C/10,,,,,$21.78,200,"$4,356.00"
7.50184E+12,,,IBUPROFENO (ADOPREN) 600MG C/10 TAB.,,,,,$18.71,0,$0.00
7.50223E+12,,,IBUPROFENO (ALGIDOL) CAPSULAS 600 MG,,,,,$26.61,0,$0.00
7.50222E+12,,,IBUPROFENO (FIDOIN-Q) SUSP 40mg/1ml C/15ML,,,,,$38.21,0,$0.00
7.50303E+12,,,IBUPROFENO (GELUBRIN) CAP 400MG C/30,,,,,$37.00,0,$0.00
7.50223E+12,,,IBUPROFENO / CAFEINA ( BRYSBAL ) 400 MG / 100 MG CAPSULA,,,,,$27.01,0,$0.00
7.50148E+12,,,IBUPROFENO / CAFEINA (GELPHARMA) CAPSULAS 400MG/100MG,,,,,$22.57,0,$0.00
7.50148E+12,,,IBUPROFENO / CAFEINA 400MG / 100 MG CAP (GEL PHARMA),,,,,$23.94,0,$0.00
99992,,,IgG e IgM para coccidioides immitis,,,,,"$1,510.00",0,$0.00
25,,,INDICE DE FILTRACION GLOMERULAR ( IFG-GFR ),,,,,$250.00,0,$0.00
6682223,,,INDICE DE HOMA,,,,,$200.00,0,$0.00
7.502E+12,,,"INDOMECTINA / BETAMETASONA / METOCARBAMOL ( ARDOSONS ) CAPSULAS 0.75MG , 25 MG, 215MG",,,,,$56.47,20,"$1,129.40"
7.50155E+12,,,INDOMETACINA / DEXAMETASONA ( INDARZONA ) CAPSULAS 25.00 MG/ 0.5 MG C/30,,,,,$62.62,0,$0.00
7.50222E+12,,,"INDOMETACINA, BETAMETASONA,METOCARBAMOL CAPSULAS 25MG/0.75MG/215MG (ULTRA)",,,,,$30.92,0,$0.00
SERVICIO 54,,,INFILTRACION,,,,,"$1,037.50",0,$0.00
7.50645E+12,,,INHA RUB 20 G UNGUENTO (ALCAN/METOL/EUCA),,,,,$13.62,0,$0.00
6682190,,,INMUNOGLOBULINA E (IgE),,,,,$220.01,0,$0.00
7.50135E+12,,,INSULINA GLARGINA 100UI/ML,,,,,$248.00,0,$0.00
6682351,,,INSULINA SERICA,,,,,$215.00,0,$0.00
INTCAR,,,INTERCONSULTA CARDIOLOGÍA,,,,,$630.00,0,$0.00
INTCIRUJANO,,,INTERCONSULTA CIRUJIA,,,,,$600.00,0,$0.00
INTEND,,,INTERCONSULTA ENDOCRINOLOGÍA,,,,,$720.00,0,$0.00
INTGIN,,,INTERCONSULTA GINECOLOGÍA,,,,,$450.00,0,$0.00
INTMEDINT,,,INTERCONSULTA MEDICINA INTERNA,,,,,$450.00,0,$0.00
INTMI,,,INTERCONSULTA MEDICINA INTERNA,,,,,$400.00,0,$0.00
INTNEF,,,INTERCONSULTA NEFROLOGÍA,,,,,$720.00,0,$0.00
INTNEU,,,INTERCONSULTA NEUMOLOGÍA,,,,,$900.00,0,$0.00
INTNUT,,,INTERCONSULTA NUTRICION,,,,,$315.00,0,$0.00
INTOTO,,,INTERCONSULTA OTORRINOLARINGOLOGÍA,,,,,$540.00,0,$0.00
INTPED,,,INTERCONSULTA PEDIATRÍA,,,,,$360.00,0,$0.00
INT_PEDH,,,INTERCONSULTA PEDIATRIA HUASTECA,,,,,$200.00,0,$0.00
PEDIASOLBES,,,INTERCONSULTA PEDIATRICA,,,,,$200.00,0,$0.00
INTPER,,,INTERCONSULTA PERINATOLOGÍA,,,,,"$1,080.00",0,$0.00
INTTRA,,,INTERCONSULTA TRAUMATOLOGÍA,,,,,$450.00,0,$0.00
SERVICIO 66,,,INTERCONSULTA TRAUMATOLOGIA EMPRESARIAL URGENCIA,,,,,$830.00,0,$0.00
INTURO,,,INTERCONSULTA UROLOGÍA,,,,,$810.00,0,$0.00
7.50125E+12,,,IODOPOVIDONA ( DERMODINE ) ESPUMA 8 G/ 120 ML,,,,,$24.74,1,$24.74
7.50222E+12,,,ITRACONAZOL ( AVIVIA ) CAPSULAS 100MG C/15,,,,,$44.26,0,$0.00
7.50645E+12,,,ITRACONAZOL ( LAB ADN PHARMA ) CAPSULA 100 MG C/15,,,,,$39.72,0,$0.00
7.50222E+12,,,ITRACONAZOL ( ULTRA LABORATORIOS ) 100 MG C/15 CAPS,,,,,$44.78,0,$0.00
7.503E+12,,,ITRACONAZOL / SECNIDAZOL ( SEPIA ) CAPS 33.3 MG/ 166.6 MG  C/16,,,,,$102.13,0,$0.00
7.50201E+12,,,IVERMECTINA ( VERIDEX ) TABLETAS 6 MG C/ 2 TAB,,,,,$31.03,0,$0.00
7.50201E+12,,,IVERMECTINA ( VERIDEX ) TABLETAS 6MG C/4 TAB,,,,,$65.88,0,$0.00
7.50602E+12,,,JABON ANTIACNE ( KARLA DI ) BARRA 100G C/1,,,,,$16.68,0,$0.00
6.5024E+11,,,JABON INTIMO LOMECAN,,,,,$36.00,0,$0.00
7.50602E+13,,,JABON PARA PERRO,,,,,$16.02,0,$0.00
7.50163E+12,,,JALEA LUBRICANTE ( LUBRICAINA ) 135 GR,,,,,$57.95,5,$289.75
4.96842E+12,,,JERINGA ( NIPRO ) 3 ML AZUL,,,,,$1.66,0,$0.00
4.96842E+12,,,JERINGA ( NIPRO ) 3 ML NEGRA,,,,,$1.66,0,$0.00
7.50105E+12,,,JERINGA 10 ML 20G X 32 MM (PROTEC) AGUJA AMARILLA,,,,,$2.94,0,$0.00
7.50105E+12,,,JERINGA 10ML ( PROTEC ),,,,,$2.92,250,$730.00
7.50105E+12,,,JERINGA 10ML ( PROTEC )21 X 32 MM,,,,,$2.61,0,$0.00
7.50602E+12,,,JERINGA 10ML (SENSIMEDICAL) 22 X 32,,,,,$3.18,0,$0.00
23,,,JERINGA 1ML,,,,,$2.19,0,$0.00
7.50602E+12,,,JERINGA 1ML,,,,,$2.24,0,$0.00
4.96842E+12,,,JERINGA 1ML ( NIPRO ),,,,,$2.47,0,$0.00
7.50602E+12,,,JERINGA 1ML ( SENSIMEDICAL),,,,,$2.25,0,$0.00
7.50602E+12,,,JERINGA 1ML (SENSIMEDICAL) 27G X 13MM,,,,,$1.74,0,$0.00
7.50602E+12,,,JERINGA 20ML,,,,,$4.38,0,$0.00
7.50105E+12,,,JERINGA 20ML ( PROTEC),,,,,$3.64,50,$182.00
4.80602E+12,,,JERINGA 20ML ( TERUMO ) SIN AGUJA,,,,,$5.06,0,$0.00
4.96842E+12,,,JERINGA 20ML C/AGUJA,,,,,$3.49,0,$0.00
4.96842E+12,,,JERINGA 3 ML ( NIPRO ),,,,,$0.00,0,$0.00
7.50105E+12,,,JERINGA 3ML ( NEGRA ) 22 G X 32 MM,,,,,$1.65,0,$0.00
7.50113E+12,,,JERINGA 3ML (AZUL) 23G X 25MM,,,,,$2.37,0,$0.00
7.50602E+12,,,JERINGA 3ML (AZUL) 23G X 25MM,,,,,$1.81,0,$0.00
7.50602E+12,,,JERINGA 3ML (NEGRA) 22GX32MM,,,,,$2.00,-100,-$200.00
7.50602E+12,,,JERINGA 3ML (SENSIMEDICAL),,,,,$1.98,600,"$1,188.00"
7.50113E+12,,,JERINGA 5 ML (DL) 22G X 32 MM,,,,,$2.68,0,$0.00
4.96842E+12,,,JERINGA 5 ML (NIPRO),,,,,$2.00,0,$0.00
7.50602E+12,,,JERINGA 5 ML 20 G X 28 MM ( AMARILLO),,,,,$2.18,0,$0.00
2760,,,JERINGA 50ML,,,,,$10.24,0,$0.00
4.96842E+12,,,JERINGA 50ML,,,,,$10.24,0,$0.00
7.50602E+12,,,JERINGA 5ML (AGUJA VERDE ) 21G X 32MM,,,,,$2.27,0,$0.00
7.50602E+12,,,JERINGA 5ML (NEGRA) 22GX32MM,,,,,$2.38,0,$0.00
7.50105E+12,,,JERINGA 5ML (PROTEC) 32G X 32MM,,,,,$2.03,500,"$1,015.00"
4.96842E+12,,,JERINGA 5ML NIPRO,,,,,$1.77,0,$0.00
7.50602E+12,,,JERINGA 60 ML SIN AGUJA,,,,,$9.73,33,$321.09
7.502E+12,,,KETOCONAZOL (ONOFIN-K) TABLETA 20 MG C/10 TAB,,,,,$34.54,0,$0.00
7.50112E+12,,,KETOCONAZOL / CLINDAMICINA  ( FEMISAN ) CREMA 400MG/5MG  TUBO CON 30MG,,,,,$273.16,0,$0.00
7.50107E+12,,,KETOPROFENO  ( PROFENID GEL ) GEL 2.5 % TUBO 30 G,,,,,$330.07,0,$0.00
7.50225E+12,,,KETOPROFENO ( QUIPOTREN ) SOL INY 100MG/2ML C/6,,,,,$56.18,0,$0.00
7.50149E+12,,,KETOPROFENO ( TRALIKEN ) SOL  INYECTABLE 100 MG / 2 ML,,,,,$328.70,0,$0.00
7.50149E+12,,,KETOPROFENO ( TRALIKEN ) SOL INYECTABLE IV C / 100 MG,,,,,$179.06,0,$0.00
7.50135E+12,,,KETOPROFENO (AMSA) CAPSULAS 100 MG C/15,,,,,$34.00,0,$0.00
7.502E+12,,,KETOPROFENO (ARTHRIL) CAPSULAS 100MG C/15,,,,,$31.03,0,$0.00
7.50183E+12,,,KETOPROFENO / PARACETAMOL ( DOLFORT-DE ) TAB ,,,,,$48.56,20,$971.20
,,,100MG/300MG C/12,,,,,,,
7.50135E+12,,,KETOROLACO  (  AMSA ) INYECTABLE 30MG /1ML,,,,,$10.71,140,"$1,499.40"
7.50301E+12,,,KETOROLACO ( DMI ) CAPSULAS 10 MG 20,,,,,$38.50,0,$0.00
7.50301E+12,,,KETOROLACO ( DMI ) CÁPSULAS 10MG CON 10 CAP,,,,,$21.01,0,$0.00
7.50201E+12,,,KETOROLACO ( MEDIGEN ) SUBLINGUAL C/4 TAB 30 MG,,,,,$7.98,0,$0.00
7.50225E+12,,,KETOROLACO ( TREVINAL ) SOL INY 30MG C/3,,,,,$12.30,0,$0.00
7.50223E+12,,,KETOROLACO ( VOYDOL-S ) TABLETAS SUBLINGUAL,,,,,$7.93,10,$79.30
7.50201E+12,,,KETOROLACO (LOROTEC-F) TABLETAS 30MG,,,,,$8.69,0,$0.00
7.50138E+12,,,KETOROLACO (NEOLPHARMA) INYECTABLE 30MG/1ML,,,,,$9.55,0,$0.00
7.50223E+12,,,KETOROLACO (VOYDOL) TABLETAS 10mg C/10,,,,,$5.88,0,$0.00
7.50135E+12,,,KETOROLACO / TRAMADOL ( AMSA ) SOL INYECTABLE 10 MG/ 25 MG / 1 ML,,,,,$36.00,0,$0.00
7.85121E+11,,,KETOROLACO / TRAMADOL ( MAVIDOL TR ) INY C / 3 AMP,,,,,$49.92,30,"$1,497.60"
7.5013E+12,,,KETOROLACO / TRAMADOL ( PHARMA GEN ) 10 MG / 25 MG INYECTABLE,,,,,$34.97,0,$0.00
7.50222E+12,,,KETOROLACO SUBLINGUAL (AVIA) TAB 30MG C/6,,,,,$15.09,0,$0.00
7.50201E+12,,,KETOROLACO SUBLINGUAL (LOROTEC F) 6 TAB,,,,,$9.45,0,$0.00
7.50225E+12,,,KETOROLACO/TRAMADOL (PRETAMEL) C/3AMP,,,,,$37.94,0,$0.00
80051831,,,KINDER SORPRESA DE ANIMALES,,,,,$14.83,0,$0.00
7.59684E+11,,,KIT DE BIENVENIDA RECIEN NACIDO ( JALOMA ),,,,,$44.44,0,$0.00
7.5004E+12,,,KIT P/NEBULIZAR ADULTO,,,,,$39.97,0,$0.00
7.50102E+12,,,KLEENEX PAÑUELOS DESECHABLES 15 PZAS,,,,,$5.00,0,$0.00
6682306,,,KOH DIRECTO DE HONGO,,,,,$60.00,0,$0.00
7.50301E+12,,,LACTOBACILLUS  INFANTIL (LACTOPRAM INFANTIL),,,,,$33.05,0,$0.00
7.35001E+12,,,LACTOBACILOS ( BIOGAIA) GOTAS 5ML C/1,,,,,$370.18,0,$0.00
7.50226E+12,,,LACTOBACILOS / AVENA / ARÁNDANO ( LACTIV KIDS ) TABLETAS 537MG,,,,,$33.99,10,$339.90
7.50201E+12,,,LACTOBACILOS Y AVENA ( LACTIV SP ) TABLETAS 573MG,,,,,$33.61,0,$0.00
7.50301E+12,,,LACTOBACILUS (LACTOPRAM) CAPSULAS ADULTO C/20,,,,,$31.09,0,$0.00
7.50201E+12,,,LACTULOSA ( OPPELVER ) JARABE 10 G/ 15 ML,,,,,$40.26,0,$0.00
7.50222E+12,,,LACTULOSA ( QUIMTULAC) JARABE 10G/15ML,,,,,$57.91,22,"$1,274.02"
7.50303E+12,,,LACTULOSA ( SUANCA) JARABE 66.7G/100ML C/120ML,,,,,$63.08,0,$0.00
7.50138E+12,,,LAMOTRIGINA ( PSICOFARMA ) C/24 TABLETAS DE 100 MG,,,,,$57.67,0,$0.00
7.50046E+12,,,LANCETAS ACCU-CHEK,,,,,$1.50,0,$0.00
LAVADOOFTAL,,,LAVADO OFTALMICO,,,,,$34.72,0,$0.00
LAVAOTICBIL,,,LAVADO OTICO BILATERAL,,,,,$37.66,0,$0.00
LAVAOTICUNI,,,LAVADO OTICO UNILATERAL,,,,,$37.66,0,$0.00
7.50107E+12,,,LERCANIDIPINO 10 MG (ZANIDIP),,,,,$250.00,0,$0.00
51161600,,,LEVOCETIRICINA 5MG C/10 TAB (AMSA),,,,,$56.67,0,$0.00
7.50135E+12,,,LEVOCETIRIZINA ( AMSA ) TAB 5MG C/10,,,,,$56.67,0,$0.00
7.50108E+12,,,LEVOCETIRIZINA ( BELAZIX ) 5 MG TABLETA C / 20,,,,,$67.36,0,$0.00
7.50148E+12,,,LEVOCETIRIZINA ( BOCETIX ) SOLUCION 0.5MG/ML C/150ML,,,,,$56.47,0,$0.00
7.50148E+12,,,LEVOCETIRIZINA ( BOCETIX ) SOLUCION 0.5MG/ML C/150ML,,,,,$56.47,233,"$13,157.51"
7.50148E+12,,,LEVOCETIRIZINA ( BOCETIX ) TABLETAS 5 MG C/10,,,,,$40.55,10,$405.50
7.50126E+12,,,LEVOCETIRIZINA ( KOMZIMBA ) 5 MG TABLETAS,,,,,$76.47,0,$0.00
7.5013E+12,,,LEVOCETIRIZINA (LEVIGRIX GOTAS),,,,,$161.25,0,$0.00
7.50304E+12,,,LEVOCETIRIZINA (RIDEXIN) TABLETAS 5 MG,,,,,$47.13,117,"$5,514.21"
7.50109E+12,,,LEVOCETIRIZINA (ZYXEM GOTAS),,,,,$149.44,0,$0.00
7.50223E+12,,,LEVOCETIRIZINA CAPSULAS 5MG (ESGARO) C/10,,,,,$40.25,-2,-$80.50
7.85119E+11,,,LEVODROPROPIZINA ( SUPRATEX ) JARABE 600MG/100ML,,,,,$47.08,9,$423.72
7.502E+12,,,LEVODROPROPIZINA (VELATUSS) JBE 600 MG - 120 ML,,,,,$48.16,97,"$4,671.52"
7.50135E+12,,,LEVOFLOXACINO ( AMSA ) TABLETAS 750 MG C/ 7,,,,,$22.92,35,$802.20
7.50223E+12,,,LEVOFLOXACINO ( CINA ) TAB 750MG  C/7,,,,,$31.00,0,$0.00
7.50221E+12,,,LEVOFLOXACINO ( PROXAFLO ) TAB 750 MG C/7,,,,,$52.08,0,$0.00
7.80083E+11,,,LEVOFLOXACINO ( UNIQUIN )  TABLETA 750 MG C/7,,,,,$33.56,0,$0.00
7.85119E+11,,,LEVOFLOXACINO (SIBOFIX) TAB 750MG,,,,,$38.24,0,$0.00
7.50221E+12,,,LEVONORGESTREL / ETINILESTRADIOL ( SEGFEMIOL ) TABLETA 0.15 MG 0.03 MG C/21,,,,,$18.52,0,$0.00
7.50113E+12,,,LIDOCAINA ( PISACAINA 2% ) 200MG/10ML 10ML,,,,,$11.30,60,$678.00
7.50222E+12,,,LIDOCAINA 10 % ( PHARMACAINE ) SOLUCION,,,,,$129.41,3,$388.23
7.50113E+12,,,LIDOCAINA SOL INY 20MG/ML (PISACAINA 2%),,,,,$70.00,3,$210.00
7.50184E+12,,,LIFERZOL V(CLOTRIMAZOL CREMA 2%),,,,,$30.76,0,$0.00
7.502E+12,,,LIMENCICLINA ( TETRALISAL MR ) CAPS 300 MG C / 20,,,,,$557.22,0,$0.00
7.50135E+12,,,LINCOMICINA ( AMSA ) INYECTABLE 600MG/2ML,,,,,$29.12,0,$0.00
7.502E+12,,,LINCOMICINA (LISONIN) SOLUCIÓN 300MG/1ML,,,,,$13.18,0,$0.00
7.50223E+12,,,LINEZOLID (RODIMIX) TABLETAS 600 MG C/10,,,,,"$1,194.78",0,$0.00
6682196,,,LIPASA SERICA,,,,,$110.00,0,$0.00
223,,,LITIO SERICO,,,,,$170.00,0,$0.00
3.33788E+12,,,LOCION HIDRATANTE (CERAVE),,,,,$317.89,0,$0.00
7.80083E+11,,,LOPERAMIDA ( DILOSTOP ) TABLETAS 2MG C/12,,,,,$9.41,0,$0.00
7.80083E+11,,,LOPERAMIDA ( DILOSTOP ) TABLETAS 2MG C/12,,,,,$8.59,0,$0.00
7.502E+12,,,LOPERAMIDA ( LOP ) TAB 2MG C/12,,,,,$10.92,0,$0.00
7.50157E+12,,,LOPERAMIDA (EXCLEFIN) TABLETAS 2 MG C/12,,,,,$7.58,0,$0.00
7.502E+12,,,LORATADINA ( ALUDIX ) JARABE 100MG/100ML  C /60ML,,,,,$13.85,0,$0.00
7.50157E+12,,,LORATADINA ( GRIMERAL ) SOLUCION 5MG / 5ML C/60ML,,,,,$10.89,10,$108.90
7.50201E+12,,,LORATADINA ( LARITOL ) SOLUCIÓN GOTAS PEDIATRICA 1MG/ML,,,,,$12.69,0,$0.00
7.50201E+12,,,LORATADINA ( LARITOL ) TABLETAS 10MG C/10,,,,,$6.44,0,$0.00
7.50201E+12,,,LORATADINA ( LARITOL ) TABLETAS 10MG C/20,,,,,$7.59,0,$0.00
7.50157E+12,,,LORATADINA (GRIMERAL) SOLUCION C/30ML 5MG/5ML,,,,,$7.55,0,$0.00
7.50157E+12,,,LORATADINA (GRIMERAL) TABLETAS 10 MG C/10,,,,,$6.09,0,$0.00
7.50201E+12,,,LORATADINA (LARITOL) SOLUCION 100MG/100ML,,,,,$18.53,0,$0.00
7.50157E+12,,,LORATADINA (LOTINEX) JARABE 100MG/100ML C/ 60ML,,,,,$14.68,0,$0.00
7.80083E+11,,,LORATADINA (LOVARIN) TAB 10MG C/10,,,,,$8.25,0,$0.00
7.5013E+12,,,LORATADINA (PHARMAGEN) SOL PED 100MG/100ML C/30ML,,,,,$19.50,0,$0.00
7.50183E+12,,,LORATADINA / AMBROXOL ( BRONAR ) SOLUCION PEDIATRICA 600MG/100MG C/30ML,,,,,$10.00,0,$0.00
7.50201E+12,,,LORATADINA / AMBROXOL ( LARITOL EX ) SOLUCION  100/600MG,,,,,$24.01,12,$288.12
7.50201E+12,,,LORATADINA / AMBROXOL ( LARITOL EX ) SOLUCION GOTAS PEDIATRICAS,,,,,$14.28,0,$0.00
7.50201E+12,,,LORATADINA / AMBROXOL (LARITOL EX) TAB 5 MG/30 MG C/10,,,,,$12.99,0,$0.00
7.80083E+11,,,LORATADINA / BETAMETASONA ( COBEDINA NS ) SOLUCION PEDIATRICA,,,,,$25.29,0,$0.00
7.80083E+11,,,LORATADINA / BETAMETASONA ( COBEDINA NS ) TAB 5.00MG / 0.25MG C/10,,,,,$8.62,0,$0.00
7.80083E+11,,,LORATADINA / BETAMETASONA ( COBEDINA NS ) TAB 5.00MG / 0.25MG C/10,,,,,$11.69,0,$0.00
7.50201E+12,,,LORATADINA / BETAMETASONA ( ERISPAN COMPUESTO ) SUSPENSION PEDIATRICA.,,,,,$22.65,18,$407.70
7.50201E+12,,,LORATADINA / BETAMETASONA ( ERISPAN COMPUESTO ) TAB 5.00MG / 0.25MG C/10,,,,,$7.65,30,$229.50
7.50221E+12,,,LORATADINA / BETAMETASONA ( FARMALOR )  JARABE INF 100MG/5MG C/60ML,,,,,$24.48,0,$0.00
7.50126E+12,,,LORATADINA / BETAMETASONA ( TAMEX ) 10TAB. 5.0MG-0.25MG,,,,,$18.59,0,$0.00
7.5013E+12,,,LORATADINA / FENILEFRINA / PARACETAMOL (PHARMAGEN) TAB,,,,,$31.92,0,$0.00
7.50221E+12,,,LORATADINA 100MG/100ML SUSPENSIÓN (DOTAGIL),,,,,$13.60,0,$0.00
7.80083E+11,,,LORATADINA JARABE (LOVARIN) 60ML,,,,,$19.10,0,$0.00
7.50201E+12,,,"LORATADINA, FENILEFRINA 50 MG-100 MG/100ML (LARITOL D)",,,,,$22.50,0,$0.00
7.5013E+12,,,LORATADINA/ BETAMETASONA (INBELORAL) SOLUCION 100MG/5ML F/60ML,,,,,$116.42,0,$0.00
SINSIN71712,,,LORATADINA/BETAMETASONA TABLETA(ERISPANCOMPUESTO),,,,,$15.17,0,$0.00
SINSIN92034,,,LORATADINA/BETAMETASONA TABLETA(ERISPANCOMPUESTO),,,,,$0.00,0,$0.00
