Clave,,,Descripción,,,,,Precio U.,Exis,Total 
7.50301E+12,,,CINTA MICROPOROSA ( LOMAC ),,,,,$7.89,0,$0.00
7.503E+12,,,CINTA TELA,,,,,$16.67,0,$0.00
7.50602E+12,,,CINTA TELA ADHESIVA ACETATO 2.5 CM,,,,,$37.13,0,$0.00
7.50105E+12,,,CINTA TESTIGO ( PROTECT ) P / ESTERILIZACION,,,,,$68.09,2,$136.18
7.50648E+12,,,CINTAPORE COLOR PIEL,,,,,$14.77,0,$0.00
7.50135E+12,,,CIPROFIBRATO 100MG CAP (AMSA),,,,,$90.87,0,$0.00
7.50105E+12,,,CIPROFLOXACINO ( CEPOKAB ) INY 2 MG / ML,,,,,$18.95,0,$0.00
7.50223E+12,,,CIPROFLOXACINO ( FLOVIN ) TABLETAS 500 MG C/10,,,,,$19.56,0,$0.00
7.50634E+12,,,CIPROFLOXACINO ( FLUXACORD ) TABLETAS 500MG,,,,,$29.21,0,$0.00
7.80083E+11,,,CIPROFLOXACINO ( KENZOFLEX ) SOL OFTALMICA 0.3% C/5ML,,,,,$26.97,0,$0.00
7.80083E+11,,,CIPROFLOXACINO ( KENZOFLEX ) TAB 500 MG C / 12,,,,,$20.79,0,$0.00
7.80083E+11,,,CIPROFLOXACINO ( KENZOFLEX ) TABLETAS 500 MG C/12,,,,,$20.11,0,$0.00
7.50157E+12,,,CIPROFLOXACINO ( Z-XIN ) TABLETAS 500MG,,,,,$12.36,0,$0.00
7.85119E+11,,,CIPROFLOXACINO (EUFLOXIN) TABLETAS 500MG C/12,,,,,$24.69,0,$0.00
7.50222E+12,,,CIPROFLOXACINO (ULTRA) TAB 500MG C/12,,,,,$21.47,0,$0.00
7.50157E+12,,,CIPROFLOXACINO (Z-XIN ) TABLETAS 250 MG C/8,,,,,$9.27,0,$0.00
7.50157E+12,,,CIPROFLOXACINO (Z-XIN) TABLETAS 500 MG C/12,,,,,$20.42,0,$0.00
7.50148E+12,,,CIPROFLOXACINO 500 MG TAB (VIFLOXINA),,,,,$12.45,0,$0.00
7.50107E+12,,,CIPROHEPTADINA / CIANOCOBALAMINA  ( CIPROLISINA ) SUSPENSION 40MG/300CG,,,,,$304.64,0,$0.00
7.50183E+12,,,CIPROHEPTADINA / TIAMINA / PIRIDOXINA /CIANOCOBALAMINA / LISINA / GLUCONATO FERROSO ( CONVIFER ) SOL 110 ML,,,,,$33.41,0,$0.00
7.50183E+12,,,CIPROHEPTADINA / TIAMINA / PIRIDOXINA /CIANOCOBALAMINA / LISINA / GLUCONATO FERROSO ( CONVIFER ) SOL 220 ML,,,,,$54.03,0,$0.00
7.50201E+12,,,"CIPROHEPTADINA,CIANOCOBALAMINA 40MG-300MCG(HEFRACIL)",,,,,$64.85,0,$0.00
7.503E+12,,,CISAPRIDA  ( PRESISTIN ) TABLETAS 10 MG C/30,,,,,$31.08,0,$0.00
7.50135E+12,,,CISAPRIDA ( AMSA ) TABS 5MG C/30 TABS,,,,,$22.71,0,$0.00
7.50201E+12,,,CISAPRIDA ( PRESISTIN ) SUSPENSION 1MG/ML 60 ML,,,,,$21.62,0,$0.00
7.503E+12,,,CISAPRIDA ( PRESISTIN ) TABLETAS 5MG C/30,,,,,$21.03,0,$0.00
SERSAN74453,,,CISTOGRAMA,,,,,"$1,800.00",0,$0.00
7.50135E+12,,,CITALOPRAM 20 MG CON/14 TAB,,,,,$37.15,0,$0.00
1515,,,CITOLOGÍA DE MOCO FECAL,,,,,$600.00,0,$0.00
668293,,,CITOLOGIA VAGINAL PAPANICOLAU DOC,,,,,$705.50,0,$0.00
L4583,,,CITOQUIMICO DE LIQUIDO PERITONEAL,,,,,$500.00,0,$0.00
7.50139E+12,,,CITRATO DE POTASIO / ACIDO CITRICO ( UROCLASIO NF ) POLVO 1.50G / 0.25G C/30,,,,,$545.30,0,$0.00
7.50201E+12,,,CITRATO DE POTASIO/ACIDO CITRICO SOL (ZUROLIX) 30 G/5G/100ML,,,,,$67.91,22,"$1,494.02"
7.50101E+12,,,CITRATO DE SODIO / LAURISULFATO ( MICROLAX ) SUSPENSION 90MG/9MG/ML C/4,,,,,$179.26,0,$0.00
890,,,CITRATO EN ORINA 24 HRS,,,,,$410.00,0,$0.00
7.50135E+12,,,CLINDAMICINA  ( AMSA LABORATORIOS ) CAPSULAS 300 MG C/16,,,,,$29.65,10,$296.50
7.85119E+11,,,CLINDAMICINA  ( DALATINA ) CREMA 1 GR C/30,,,,,$30.01,0,$0.00
7.50222E+12,,,CLINDAMICINA  ( ULTRA LABORATORIOS ) CAPSULAS 300MG,,,,,$42.83,0,$0.00
7.80083E+11,,,CLINDAMICINA  (CIGMADIL) CAPSULAS 300 MG C/16,,,,,$39.08,0,$0.00
7.50221E+12,,,"CLINDAMICINA, KETOCONAZOL ( LOEFFLER ) CAJA C/ 7 OVULOS",,,,,$64.64,0,$0.00
7.85119E+11,,,CLINDAMICINA/KETOCONZALO ( MAVIFEM) 2G-8G/100G,,,,,$62.07,0,$0.00
7.50201E+12,,,CLONIXINATO DE LISINA / BUTILHIOSCINA ( DOLTRIX ) TAB 250MG / 10MG C/10,,,,,$56.72,0,$0.00
7.50201E+12,,,CLONIXINATO DE LISINA / HIOSINA ( DOLTRIX) TABLETAS 125/10 MG C/20,,,,,$66.78,0,$0.00
7.50135E+12,,,CLONIXINATO DE LISINA SOL. INYECTABLE 100MG/2ML (AMSA),,,,,$24.88,0,$0.00
75049638,,,CLORAFENICOL ( OPKO ) UNGUENTO OFTALMICO 5 MG / G,,,,,$35.96,0,$0.00
7.50135E+12,,,CLORANFENICOL ( AMSA ) SOL OFT 5MG/ML  C/15ML,,,,,$18.85,0,$0.00
8400007261,,,CLORANFENICOL ( FARCORPE ) UNGUENTO 5GR C/1,,,,,$35.93,0,$0.00
7.50222E+12,,,CLORANFENICOL 0.5 % SOLUCION (ALVARTIS PHARMA),,,,,$22.99,0,$0.00
7.50183E+12,,,CLORFENAMINA ( BLENDOX ) JARABE 50MG/100ML C/60ML,,,,,$5.00,0,$0.00
7.50154E+12,,,CLORFENAMINA ( DERIMETON ) JARABE 50MG/100ML C/120 ML,,,,,$13.00,21,$273.00
7.50227E+12,,,CLORHEXIDINA ( CLORHEXI- LAST ) JABON LIQUIDO 2% C/ 950 ML,,,,,$627.55,0,$0.00
7.50222E+12,,,CLOROPIRAMINA ( AVAPENA ) SOL INYECTABLE 20MG/2ML C/5,,,,,$265.74,0,$0.00
8.21998E+11,,,CLOROPIRAMINA ( SCHOEN )  TABLETA 25 MG C/20,,,,,$43.28,0,$0.00
7.50155E+12,,,CLORURO DE CETILPIRIDINIO (TROCILETAS) TABLETAS,,,,,$40.49,0,$0.00
7.50155E+12,,,CLORURO DE CETILPIRIDINO ( TROCILETAS ) SABOR CEREZA TABS 1.45 MG C/10,,,,,$39.46,0,$0.00
7.50155E+12,,,"CLORURO DE CETILPIRIDINO / BENZOCAINA ( TROCILETAS B ) TABLETAS 2.5MG ,  10MG",,,,,$34.80,30,"$1,044.00"
7.50155E+12,,,"CLORURO DE CETILPIRIDINO, BENZOCAINA ( TROCILETAS B ) TAB 2.5-10MG C/12",,,,,$32.40,5,$162.00
7.50109E+12,,,CLORURO DE ETILO (TRAUMAZOL) SOLUCION,,,,,$313.42,0,$0.00
7.50172E+12,,,CLORURO DE SODIO ( NASSAL ) SPRAY 30ML,,,,,$17.98,0,$0.00
7.50164E+12,,,CLORURO DE SODIO / GLICERINA / ALOE VERA ( INHAFREE ) SOLUCION HUMECTANTE NASAL 30ML,,,,,$18.48,0,$0.00
7.50105E+12,,,CLORURO DE SODIO / GLUCOSA ( DEXTROSA CLORUROSODICA ) 250 ML 0.9 % / 5 %,,,,,$15.11,0,$0.00
7.50105E+12,,,CLORURO DE SODIO 0.9 % 1000ml,,,,,$30.92,2,$61.84
7.50105E+12,,,CLORURO DE SODIO 0.9% ( CLORUROSODICA ALPHA ) SOLUCION INY 50 ML,,,,,$9.89,24,$237.36
7.50602E+12,,,CLORURO DE SODIO 0.9% 100 ML,,,,,$23.74,0,$0.00
7.50138E+12,,,CLORURO DE SODIO 0.9% 1000 ML,,,,,$15.50,0,$0.00
7.50105E+12,,,CLORURO DE SODIO 0.9% 250ML,,,,,$14.35,42,$602.70
7.50138E+12,,,CLORURO DE SODIO 0.9% 250ML,,,,,$13.34,0,$0.00
7.50138E+12,,,CLORURO DE SODIO 0.9% 500 ML,,,,,$20.22,0,$0.00
7.50602E+12,,,CLORURO DE SODIO 0.9% 500 ML,,,,,$27.25,12,$327.00
7.50113E+12,,,CLORURO DE SODIO 0.9% 500 ML (PISA),,,,,$34.52,0,$0.00
7.50105E+12,,,CLORURO DE SODIO 0.9% 500ML,,,,,$23.29,33,$768.57
7.50113E+12,,,CLORURO DE SODIO 0.9% C/250ML,,,,,$24.33,0,$0.00
7.50105E+12,,,CLORURO DE SODIO 100ML (CLORUSODICA ALPHA),,,,,$11.29,4,$45.16
7.50602E+12,,,CLORURO DE SODIO 250 ML,,,,,$25.94,0,$0.00
7.50113E+12,,,CLORURO DE SODIO AL 0.9% 100ML,,,,,$21.09,0,$0.00
7.50602E+12,,,CLORURODE SODIO AL 0.9 % ( DELMED ) SOLUCION 1000 ML,,,,,$44.25,0,$0.00
CDTAB9999,,,Clostridium difficile TOXINA A + B,,,,,$980.00,0,$0.00
7.85119E+11,,,CLOTRIMAZOL ( EURODERM ) CREMA VAG. TUBO 20 MG,,,,,$29.57,0,$0.00
7.502E+12,,,CLOTRIMAZOL ( SON'S ) CREMA 2.0%,,,,,$33.65,0,$0.00
7.5201E+11,,,CLOTRIMAZOL (TENESCAN) CREMA,,,,,$20.92,0,$0.00
7.50201E+12,,,COLAGENO HIDROLIZADO ( NATUREX ) TABLETAS 700MG C/60,,,,,$41.33,0,$0.00
7.50111E+12,,,COLCHICINA ( COLCHIQUIM ) TAB 1MG C/20,,,,,$32.30,0,$0.00
7.50111E+12,,,COLCHICINA ( PERRIGO ) TABLETA 1 MG C/30,,,,,$23.27,0,$0.00
7.50157E+12,,,COLCHICINA ( SIXOL ) TABLETAS 1 MG,,,,,$23.03,0,$0.00
7.50157E+12,,,COLCHICINA (BIOMEP) TABLETA 1 MG C/30,,,,,$27.99,0,$0.00
7.50129E+12,,,COLECALCIFEROL 4000UI (HISTOFIL),,,,,$310.45,0,$0.00
116,,,COLESTEROL DE ALTA DENSIDAD (HDL),,,,,$150.00,0,$0.00
119,,,COLESTEROL TOTAL,,,,,$45.00,0,$0.00
6682313,,,COLESTEROL-TRIGLICERIDOS,,,,,$85.00,0,$0.00
7.50602E+12,,,COLLARIN BLANDO CHICO,,,,,$62.45,0,$0.00
1562,,,COLLARIN BLANDO GRANDE,,,,,$60.13,0,$0.00
6.53341E+11,,,COLLARIN CERVICAL BLANCO GRANDE,,,,,$54.67,0,$0.00
6.53341E+11,,,COLLARIN CERVICAL BLANDO EXTRA GRANDE,,,,,$51.84,0,$0.00
1549863,,,COLLARIN CERVICAL BLANDO MEDIANO,,,,,$46.59,0,$0.00
7.50146E+12,,,COLLARIN CERVICAL BLANDO MEDIANO,,,,,$61.89,0,$0.00
6.53341E+11,,,COLLARIN CERVICAL CHICO,,,,,$51.84,0,$0.00
7.50146E+12,,,COLLARIN CERVICAL CHICO,,,,,$63.94,0,$0.00
7.50146E+12,,,COLLARIN CERVICAL GRANDE,,,,,$63.94,0,$0.00
6.53341E+11,,,COLLARIN CERVICAL MEDIANO,,,,,$51.84,0,$0.00
6.53341E+11,,,COLLARIN CERVICAL ORTHO WORD,,,,,$54.67,0,$0.00
SINSIN90423,,,COLON POR ENEMA,,,,,"$1,600.00",0,$0.00
7.50222E+12,,,COMPLEJO B  ( ULTRA LABORATORIOS ) TIAMINA/PIROXIDINA/CIANOCOBALAMINA 100 MG /5.0MG /0.05 MG  C/30 TAB,,,,,$25.69,0,$0.00
7.50305E+12,,,COMPLEJO B ( AVIVIA ) CAJA C/ 30 TABLETAS,,,,,$44.00,0,$0.00
7.50222E+12,,,COMPLEJO B (AVIVIA) TABLETAS 100 MG/5.0 MG/0.05 MG C/30,,,,,$43.42,0,$0.00
7.50135E+12,,,COMPLEJO B / DEXAMETASONA / LIDOCAINA ( COMBEDI DX ) INYECTABLE 4MG,,,,,$53.38,0,$0.00
7.50154E+12,,,COMPLEJO B / DEXAMETASONA-LIDOCAINA ( TRIBEDOCE DX ) INYECTABLE C/3AMP,,,,,$62.09,0,$0.00
7.502E+12,,,COMPLEJO B / DICLOFENACO ( DICLOVITH-B-FRT ) SOL INYECTABLE,,,,,$41.01,0,$0.00
7.50154E+12,,,COMPLEJO B / DICLOFENACO ( TRIBEDOCE COMPUESTO )  INYECTABLE C/3 AMP,,,,,$61.80,0,$0.00
7.50135E+12,,,COMPLEJO B / DICLOFENACO(COMBEDI DL) SOL INY 100MG/100MG/20MG C/3,,,,,$49.20,0,$0.00
7.50154E+12,,,COMPLEJO B / DIFLOFENACO  ( TRIBEDOCE COMPUESTO ) GRAGEAS 50MG/50MG/50MG/1MG C/30,,,,,$45.24,0,$0.00
7.50135E+12,,,COMPLEJO B / TIAMINA / PIRIDOXINA / CIANOCOBALAMINA ( COMBEDI ) INYECTABLE 100MG / 50MG / 10MG C/5AMP,,,,,$54.61,0,$0.00
7.50201E+12,,,COMPLEJO B / TIAMINA / PIRIDOXINA / HIDROXOCOBALAMINA ( TREXIVER ) SOLUCIÓN INYECTABLE 100MG-50MG-10MG,,,,,$58.43,0,$0.00
7.50222E+12,,,COMPLEJO B DIABETICO (AVIVIA) TABLETAS 50MG C/30,,,,,$30.99,0,$0.00
7.50154E+12,,,"COMPLEJO B TIAMINA / PIRIDOXINA / CIANOCOBALAMINA ( TRIBEDOCE )  SOL INYECTABLE 100MG , 5MG , 50MCG  C/5",,,,,$72.31,20,"$1,446.20"
7.50154E+12,,,COMPLEJO B TIAMINA / PIRIDOXINA / CIANOCOBALAMINA ( ,,,,,$20.57,0,$0.00
,,,"TRIBEDOCE )  TABLETAS 100MG , 5MG , 50MCG  C/30",,,,,,,
7.404E+12,,,CONDON ( VIVE AMOR ) 3 PZ,,,,,$20.16,0,$0.00
CONSULTA III,,,CONSULTA DE URGENCIA,,,,,$243.00,0,$0.00
CONSULTA,,,CONSULTA GENERAL,,,,,$58.10,0,$0.00
SERVICIO 53,,,CONSULTA GENERAL II,,,,,$90.00,0,$0.00
CLUB SALUD,,,CONSULTA MEDICA PRIMARIA,,,,,$70.00,0,$0.00
SERVICIO 61,,,CONSULTA NOCTURNA,,,,,$124.50,0,$0.00
INTPSICO,,,CONSULTA PSICOLOGIA,,,,,$450.00,0,$0.00
SERVICIO 69,,,CONSULTA PSICOLOGIA EMPRESARIAL,,,,,$630.00,0,$0.00
7.92604E+11,,,CONTENEDOR DE PUNZOCORTANTES RPBI 1.8L,,,,,$59.59,0,$0.00
7.92604E+11,,,CONTENEDOR ROJO RESIDUO PELIGROSO 1.8LT,,,,,$55.46,0,$0.00
7.92604E+11,,,CONTENEDOR ROJO RESIDUOS PELILIGROSOS,,,,,$89.25,15,"$1,338.75"
SERVICIO 58,,,CONTROL PRENATAL,,,,,$83.00,0,$0.00
L124,,,COOMBS DIRECTO (ANTICUERPOS ANTI-RH),,,,,$160.00,0,$0.00
6682105,,,COOMBS INDIRECTO,,,,,$190.00,0,$0.00
6682106,,,COPROCULTIVO,,,,,$280.00,0,$0.00
6682107,,,COPROLOGICO,,,,,$75.00,0,$0.00
6682108,,,COPROPARASITOSCOPICO SERIADO 3 MUESTRAS,,,,,$90.00,0,$0.00
6682109,,,COPROPARASITOSCOPICO UNICO,,,,,$50.00,0,$0.00
131,,,CORTISOL EN ORINA DE 24 HRS,,,,,$230.00,0,$0.00
130,,,CORTISOL MATUTINO,,,,,$230.00,0,$0.00
8.80941E+12,,,COVID-19 & FLU A/B AG DUO,,,,,$127.60,175,"$22,330.00"
132,,,CPK-MB,,,,,$100.00,0,$0.00
135,,,CREATIN FOSFOQUINASA (CPK),,,,,$100.00,0,$0.00
6682115,,,CREATININA EN ORINA,,,,,$35.00,0,$0.00
L0048,,,CREATININA EN ORINA DE 24 HRS,,,,,$80.00,0,$0.00
6682114,,,CREATININA EN SUERO,,,,,$45.00,0,$0.00
7.50135E+12,,,CRIPROFLOXACINO (AMSA) 500MG,,,,,$21.29,20,$425.80
DENBDPNEUA,,,CUBIERTA HENDIDA CON ADESIVO 10X20CM (DENTICA),,,,,$10.44,0,$0.00
7.50222E+12,,,CUBREBOCAS AMBIDERM,,,,,$0.92,0,$0.00
7.50222E+12,,,CUBREBOCAS AMBIDERM P/ADULTO,,,,,$43.08,0,$0.00
7.50229E+12,,,CUBREBOCAS KN95,,,,,$5.00,150,$750.00
CUBREBOCAS,,,CUBREBOCAS P/ADULTO AZUL,,,,,$0.66,200,$132.00
7.50113E+12,,,CUBREBOCAS P/ADULTO(DL),,,,,$1.23,0,$0.00
10,,,CUERPOS CETONICOS,,,,,$0.00,0,$0.00
6682314,,,CULTIVIO DE ULCERA,,,,,$135.00,0,$0.00
5121,,,Cultivo de Expectoración,,,,,$0.00,0,$0.00
6682310,,,CULTIVO DE HERIDA,,,,,$450.00,0,$0.00
L142,,,CULTIVO DE NEISSERIA GONORRHOEAE,,,,,$335.00,0,$0.00
6682324,,,CULTIVO DE SECRECION,,,,,$350.00,0,$0.00
6682119,,,CULTIVO FARINGEO,,,,,$195.00,0,$0.00
6682120,,,CULTIVO NASAL,,,,,$135.00,0,$0.00
6682121,,,CULTIVO OCULAR,,,,,$135.00,0,$0.00
6682122,,,CULTIVO OTICO,,,,,$135.00,0,$0.00
6682312,,,CULTIVO RECTAL,,,,,$135.00,0,$0.00
6682123,,,CULTIVO URETRAL,,,,,$135.00,0,$0.00
6682124,,,CULTIVO VAGINAL,,,,,$300.00,0,$0.00
6682125,,,CULTIVO VULVAR,,,,,$100.00,0,$0.00
CURACIONCHI,,,CURACION CHICA,,,,,$83.52,0,$0.00
SERVICIO 68,,,CURACION EMPRESARIAL,,,,,$415.00,0,$0.00
CURACIONGND,,,CURACION GRANDE,,,,,$88.16,0,$0.00
CURACION,,,CURACIÓN MEDIANA,,,,,$0.00,0,$0.00
CURACION MEDIANA,,,CURACION MEDIANA,,,,,$120.00,0,$0.00
CURACIONMED,,,CURACION MEDIANA,,,,,$83.00,0,$0.00
6969,,,CURVA DE ISULINA 2 HRS,,,,,$600.00,0,$0.00
7.5011E+12,,,DAPAGLIFLOZINA / METFORMINA ( XIGDUO XR ) TABLETAS 10 MG / 100 MG C/ 14,,,,,$726.15,0,$0.00
7.5011E+12,,,DAPAGLIFLOZINA / METFORMINA ( XIGDUO XR ) TABLETAS 5 MG / 1000 MG C/28,,,,,$776.90,0,$0.00
9022021,,,Dehidroepiandrosterona (DHEA),,,,,$390.00,0,$0.00
8022022,,,Dehidroepiandrosterona Sulfato (DHEA-S),,,,,$350.00,0,$0.00
L0060,,,DEPURACIÓN DE CREATININA DE 24 HRS,,,,,$90.00,0,$0.00
7.50105E+12,,,DERMOCLEEN CB JABON 4 LT,,,,,$190.18,0,$0.00
7.50105E+12,,,DERMOCLEEN H SOL ANTISEPTICA 500 ML,,,,,$76.00,0,$0.00
160,,,DESHIDROGENASA LACTICA (LDH),,,,,$75.00,0,$0.00
7.50135E+12,,,DEXAMETASONA ( AMSA ) INYECTABLE 8MG / 2ML C/1AMP,,,,,$8.05,535,"$4,306.75"
7.50148E+12,,,DEXAMETASONA ( CRYOMETASONA ) INYECTABLE 8MG C /1AMP,,,,,$7.50,0,$0.00
7.50201E+12,,,DEXAMETASONA ( MEDIGEN ) SULUCION INY. 8MG/2ML,,,,,$11.49,0,$0.00
7.50225E+12,,,DEXAMETASONA ( REXIPATEN ) 8 MG / DL 2 ML,,,,,$6.74,0,$0.00
7.50225E+12,,,DEXAMETASONA ( REXIPATEN ) SOL INYECTABLE 8MG/2ML C/3,,,,,$19.56,0,$0.00
7.50226E+12,,,DEXAMETASONA ( SINKEL ) INYECTABLE 8 MG / 2 ML / 1AMP,,,,,$8.50,0,$0.00
7.502E+12,,,DEXAMETASONA (METAX) SOL. INYECTABLE 8MG/2ML C/1,,,,,$11.30,0,$0.00
7.50138E+12,,,DEXAMETASONA (PSICOFARMA) SOL INY 8 MG/ 2 ML C/1,,,,,$6.09,0,$0.00
7.50183E+12,,,DEXAMETASONA / MALEATO DE CLORFENAMINA  ( LERGOSIN-A ) TABLETAS 0.25-2.0 C/15TAB,,,,,$35.99,0,$0.00
7.502E+12,,,DEXAMETASONA / NEOMICINA / FENILEFRINA  ( NEODEFRIN ) SOLUCION NASAL 0.5MG-3.5MG-5.0MG C/15ML,,,,,$29.48,20,$589.60
7.80083E+11,,,DEXAMETASONA / NEOMICINA / FENILEFRINA ( BEXINE ) SOLUCIÓN 15ML,,,,,$31.03,0,$0.00
7.502E+12,,,"DEXAMETASONA / NEOMICINA / LIDOCAÍNA  ( DEXNE ÓTICO ) SOLUCION ÓTICA 1.0MG , 3.5 MG, 15 MG C/10ML",,,,,$41.33,0,$0.00
7.50109E+12,,,DEXAMETASONA 4MG/ML INY (ALIN DEPOT),,,,,$175.04,0,$0.00
7.80083E+11,,,DEXAMETASONA 8MG/2ML INYECTABLE (BEXINE),,,,,$8.05,10,$80.50
7.80083E+11,,,DEXAMETASONA SOL. INY.8MG/2ML (BEXINE),,,,,$18.60,0,$0.00
7.50201E+12,,,DEXKETOPROFENO ( DOXON ) TAB 25MG C/10,,,,,$57.98,0,$0.00
7.50201E+12,,,DEXKETOPROFENO ( DOXON ) TAB 25MG C/20,,,,,$113.56,0,$0.00
7.5011E+12,,,DEXKETOPROFENO (VELIAN) SOL INY 50mg,,,,,$300.00,0,$0.00
7.502E+12,,,DEXPANTENOL (BABYSONS) CREMA 5% TUBO C/30 GR,,,,,$20.11,0,$0.00
7.50201E+12,,,DEXPANTENOL (PAMEDAN) CREMA 5% TUBO C/30 GR,,,,,$17.93,2,$35.86
7.50156E+12,,,DEXTROMETORFANO ( BIOQUIDAN ) SUSPENSION 300/100 C/120 ML,,,,,$9.10,0,$0.00
7.50156E+12,,,DEXTROMETORFANO ( BIORESERCH ) JARABE 15 MG / 5 ML C/120 ML,,,,,$9.21,0,$0.00
7.50154E+12,,,DEXTROMETORFANO ( BRUDEX ) JARABE 15MG/5ML C/120ML,,,,,$19.81,0,$0.00
7.502E+12,,,DEXTROMETORFANO / GUAIFESINA ( YADEGAL ) SOLUCION 0.275G/2.25 G/ 100 ML C/30ML,,,,,$30.24,0,$0.00
7.50154E+12,,,DEXTROMETORFANO/AMBROXOL ( OXOLBRUL ) SOLUCION ADULTO 225MG C/120ML,,,,,$13.71,0,$0.00
7.50105E+12,,,DEXTROSA CLORUROSODICA  ( CLORURO DE SODIO / GLUCOSA ) SOL. INY 0.9% / 0.5% C / 1000,,,,,$39.48,0,$0.00
7.50105E+12,,,DEXTROSA CLORUROSODICA ( CLORURO DE SODIO /GLUCOSA ) SOL. INY 0.9% /0.5%  C/500ML,,,,,$12.00,0,$0.00
DIAZEPAM,,,DIAZEPAM ( PSICOFARMA ) SOLUCION INY 10 MG/2 ML,,,,,$250.00,0,$0.00
7.50113E+12,,,DIAZEPAM ( RELAZEPAM ) INY 10 MG / 2 ML,,,,,$80.00,0,$0.00
7.50135E+12,,,DICLOFENACO ( AMSA ) SOLUCION INY 75 MG/3ML C/2,,,,,$15.98,30,$479.40
7.502E+12,,,DICLOFENACO ( ATALAK ) SOL INYECTABLE 75MG C/2 AMP,,,,,$19.54,0,$0.00
7.50222E+12,,,DICLOFENACO ( AVIVIA ) TAB 100 MG,,,,,$7.31,0,$0.00
7.50221E+12,,,DICLOFENACO ( CALAFFER ) SUSPENSION 15MG C/20ML,,,,,$58.11,18,"$1,045.98"
7.502E+12,,,DICLOFENACO ( DOLFLAM ) SOL INYECTABLE 75MG/3ML C/2AMP,,,,,$22.74,0,$0.00
7.503E+12,,,DICLOFENACO ( MAFENA ) TABLETA 50 MG C/ 20,,,,,$13.44,0,$0.00
7.80083E+11,,,DICLOFENACO ( VOLFENAC ) GEL 1.235% C/60GR,,,,,$22.35,10,$223.50
7.80083E+11,,,DICLOFENACO ( VOLFENAC RETARD ) TABLETAS 100MG,,,,,$14.37,0,$0.00
7.50225E+12,,,DICLOFENACO (DIFETRIL) SOL INY 75MG,,,,,$10.09,0,$0.00
7.502E+12,,,DICLOFENACO (DOLFLAM) SOL INY 75MG/3ML,,,,,$37.45,0,$0.00
7.50201E+12,,,DICLOFENACO (MEDIGEN) TABLETA 100 MG C/20,,,,,$6.67,0,$0.00
7.502E+12,,,DICLOFENACO (SONS) SOL INYC/2 AMPTAS75 MG/3ML,,,,,$17.96,0,$0.00
7.80083E+11,,,DICLOFENACO (VOLFENAC) SOL INY 75MG/3ML,,,,,$33.33,0,$0.00
7.80083E+11,,,DICLOFENACO (VOLFENAC) SOL INYECTABLE 75MG/3ML C/2AMP,,,,,$18.45,0,$0.00
7.50222E+12,,,DICLOFENACO / COMPLEJO B ( AVIVIA ) TAB 50 MG / 50 MG C/30,,,,,$31.14,0,$0.00
6.56599E+11,,,DICLOFENACO / PARACETAMOL ( TOFEL ) TAB 50/500MG C/10,,,,,$33.59,30,"$1,007.70"
7.80083E+11,,,DICLOFENACO 2.32% ( VOLFENAC GEL ) GEL 100 GR,,,,,$41.38,0,$0.00
7.50221E+12,,,DICLOFENACO ÁCIDO LIBRE (DOFLATEM) SUSPENSIÓN 0.18G/ 100ML C/120ML,,,,,$78.39,0,$0.00
7.85119E+11,,,DICLOFENACO DIETILAMONIO ( FENAGEL ) 1.160% GEL TUBO 60G,,,,,$17.98,0,$0.00
7.503E+12,,,DICLOFENACO RETARD (MAFENA)TABLETAS 100 MG C/20,,,,,$13.16,0,$0.00
7.503E+12,,,DICLOXACILINA (  AMIFARIN ) CAPSULAS 500MG C/ 20 CAPSULAS,,,,,$32.87,0,$0.00
7.503E+12,,,DICLOXACILINA ( AMIFARIN ) CAPS. 250MG C/20,,,,,$26.57,0,$0.00
7.503E+12,,,DICLOXACILINA ( AMIFARIN ) CAPSULAS 500MG C/12,,,,,$24.72,0,$0.00
7.503E+12,,,DICLOXACILINA ( AMIFARIN ) SUSPENSIÓN 250MG/5ML,,,,,$24.71,16,$395.36
7.50221E+12,,,DICLOXACILINA ( BUTIMAXIL ) CAP 500MG C/20,,,,,$29.44,0,$0.00
7.50221E+12,,,DICLOXACILINA (BUTIMAXIL) SUSPENSION  250mg,,,,,$24.49,0,$0.00
7.502E+12,,,DICLOXACILINA (DICLEOPHEN) CAPSULAS 500 MG C/12 CAPS,,,,,$27.58,0,$0.00
7.70213E+12,,,DIFENHIDRAMINA ( BENADRYL ) 250MG 100ML JARABE,,,,,$110.00,0,$0.00
7.50154E+12,,,DIFENHIDRAMINA ( BRUDIFEN ) JARABE 250MG/100ML C/120ML,,,,,$12.70,0,$0.00
7.50149E+12,,,DIFENHIDRAMINA ( DINEHISTAT ) SOL INYECTABLE 10MG C/1,,,,,$107.47,9,$967.23
7.50113E+12,,,DIFENHIDRAMINA ( INDUMIR ) CAPSULAS 25MG,,,,,$21.63,0,$0.00
6.56599E+11,,,DIFENHIDRAMINA ( VICNITE ) CAPSULAS 25 MG C/20,,,,,$18.03,0,$0.00
6.56599E+11,,,DIFENHIDRAMINA ( VICNITE) CAPSULAS 50 MG C/20,,,,,$40.48,0,$0.00
7.50156E+12,,,DIFENHIDRAMINA (BIONARYL) JARABE 250MG/100ML C/120 ML,,,,,$8.30,0,$0.00
7.50223E+12,,,DIFENHIDRAMINA (GELPHAMA) CAPSULAS 25MG,,,,,$18.89,0,$0.00
7.50201E+12,,,DIFENHIDRAMINA JARABE 100 ML,,,,,$20.25,0,$0.00
